,AAC(2')-Ic,AAC(3)-Ia,AAC(3)-Id,AAC(3)-IIa,AAC(3)-IIb,AAC(3)-IV,AAC(3)-VIa,AAC(6')-29a,AAC(6')-Ib7,AAC(6')-Ii,AAC(6')-IIa,AAC(6')-IIc,AAC(6')-Iid,AAC(6')-Il,AAC(6')-Im,AAC6_Ie_APH2_Ia,aad(6),aadA12,aadA13,aadA16,aadA2,aadA27,aadA4,aadA5,aadA6,aadA7,aadA9,aadS,Abau_AbaF,Abau_AbaQ,Abau_AmvA,abeM,abeS,ACI-1,acrB,acrD,AcrE,AcrF,AcrS,ACT-10,ACT-19,ACT-22,ACT-35,ACT-48,ADC-10,ADC-18,ADC-193,ADC-42,adeA,adeB,adeF,adeG,adeH,adeI,adeJ,adeK,adeL,adeN,adeR,AER-1,ANT(2'')-Ia,ANT(4')-Ib,ANT(4')-IIb,ANT(6)-Ia,ANT(6)-Ib,ANT(9)-Ia,ANT3Ii_AAC6_IID,APH(2'')-Ie,APH(2'')-If,APH(2'')-Ig,APH(2'')-IIa,APH(2'')-IIIa,APH(3'')-Ib,APH(3')-Ia,APH(3')-Ib,APH(3')-IIa,APH(3')-IIIa,APH(3')-VIa,APH(4)-Ia,APH(6)-Ic,APH(6)-Id,aphA15,apmA,ARL-1,ARL-5,arlR,arlS,armA,ArnT,arr-3,arr-8,bacA,baeR,baeS,bcrB,BKC-1,BLMT,BRO-2,BRP(MBL),CARB-3,CARB-42,CARB-5,catA4,catA8,catB11,catB2,catB3,catB8,catI,catIII,catP,catQ,CblA-1,Ccol_ACT_CHL,cepA,cfr(B),cfr(D),cfrA,CfxA2,CfxA6,CKO-1,CMH-1,cmlA5,cmlA9,cmx,CMY-59,CMY-93,cprS,cpxA,CrcB,CRP,CSP-1,Cstr_tetA,CTX-M-110,CTX-M-123,CTX-M-137,CTX-M-25,dfrA1,dfrA10,dfrA12,dfrA14,dfrA15,dfrA16,dfrA17,dfrA19,dfrA20,dfrA22,dfrA25,dfrA27,dfrA32,DfrA34,DfrA36,DfrA37,DfrA42_TAP,dfrA5,dfrA6,dfrB1,dfrB4,dfrC,dfrD,dfrE,dfrF,dfrG,dfrK,DHA-15,EBR-1,Eclo_acrA,Ecol_acrA,Ecol_ampC_BLA,Ecol_catII,Ecol_emrE,Ecol_mdfA,Efac_ACT_CHL,efmA,efrA,emeA,emrA,emrB,emrK,emrR,emrY,emtA,eptA,eptB,EreA,EreA2,EreD,Erm(33),Erm(35),Erm(36),Erm(42),Erm(43),Erm(44)v,erm(45),Erm(47),Erm(49),Erm(50),Erm(51),Erm(52),ErmA,ErmB,ErmC,ErmF,ErmG,ErmQ,ErmT,ErmX,ErmY,evgA,evgS,fexA,fexB,floR,FosA,FosA2,FosA3,fosA5,FosA7_5,FosB3,FosC2,FosD,fusB,fusC,fusD,FusF,gadX,GES-42,GOB-25,H-NS,ICR-Mo,IDC-1,IMP-12,IMP-18,IMP-27,IND-7,kdpE,KPC-93,Kpne_acrA,Kpne_KpnE,Kpne_KpnF,Kpne_KpnG,Kpne_OmpK37,LAP-2,LCR-1,linG,lmrD,lnuA,lnuC,lnuD,lnuE,lnuF,lnuG,LnuP,LpsB,LptD,lsaA,lsaB,lsaE,marA,MCR-1_11,MCR-2_2,mdtA,mdtB,mdtC,mdtE,mdtF,mdtG,mdtH,mdtM,mdtN,mdtO,mdtP,mecA,mecB,mecR1,mef(B),Mef(En2),mefC,mefF,mel,mepA,MexE,MexG,MexK,MexL,mexM,mexQ,mgrA,MOX-5,MOX-6,mphA,mphC,mphE,mphF,mphG,mphN,mphO,mreA,msbA,msr(G),msrA,msrC,msrE,mtrA,NDM-18,nimD,nimH,nimJ,nimK,norA,norC,npmA,OKP-A-12,OKP-D-1,oleD,optrA,oqxA,oqxB,otr(A)S_liv,OXA-114a,OXA-119,OXA-143,OXA-164,OXA-21,OXA-232,OXA-25,OXA-255,OXA-272,OXA-275,OXA-280,OXA-31,OXA-334,OXA-347,OXA-360,OXA-361,OXA-372,OXA-421,OXA-49,OXA-5,OXA-504,OXA-526,OXA-539,OXA-569,OXA-659,OXA-7,OXA-783,OXA-85,OXY-2-2,OXY-6-3,Paer_catB6,patA,patB,PFM-2,pgpB,PME-1,Pmir_dfrA6,pmrA,PmrF,poxtA,PST-1,qacA,qacE,qacEdelta1,qacG,qacH,qacJ,qacL,QepA1,QnrA5,QnrB38,QnrB41,QnrD2,QnrS6,QnrS8,QnrVC1,QnrVC4,ramA,RbpA,RCP-1,RlmA(II),Rm3,rmtB,rmtF,ROB-12,RSA2-1,rsmA,salA,salB,salD,salE,SAT-2,SAT-4,Saur_FosB,Saur_LmrS,Saur_mupA_MUP,Saur_norA,Scoh_vga(E),sdrM,sepA,SHV-16,Sint_ACT_CHL,smeB,smeC,smeD,smeE,smeF,smeR,smeS,spd,Spyo_ErmA_MLSb,Ssui_ACT_CHL,sul1,sul2,sul3,sul4,TEM-126,tet(31),tet(32),tet(33),tet(35),tet(36),tet(38),tet(39),tet(40),tet(44),tet(59),tet(A),tet(B),tet(C),tet(D),tet(E),tet(G),tet(H),tet(J),tet(K),tet(L),tet(M),tet(O),tet(O/32/O),tet(O/M/O),tet(O/W/32/O),tet(O/W/O),tet(Q),tet(S),tet(T),tet(U),tet(W),tet(W/32/O),tet(X),tet(X1),tet(X3),tet(X4),tet(X5),tet(X6),tet(Y),tet(Z),tetA(60),tetA(P),tetB(60),tetB(P),ugd,vanC,Vang_ACT_CHL,vanR_in_vanC_cl,vanR_in_vanD_cl,vanR_in_vanO_cl,vanS_in_vanC_cl,vanS_in_vanM_cl,vanT_in_vanC_cl,vanX_in_vanB_cl,vanXY_in_vanC,vatA,vatE,vatH,VEB-3,vgaALC,vgaC,vgaD,vgaE,vgbA,VIM-13,YajC,ykkD,YojI
CC5CD1,0,0,0,3.55E-04,0,3.56E-03,0,0,3.62E-03,0,2.93E-03,0,0,0,0,0.037813211,0.033446395,0.010656007,0,1.41E-04,0.027781732,0,5.77E-05,1.99E-03,1.52E-03,0,4.80E-03,9.51E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94E-03,0.06273836,0,0.028120018,5.64E-04,2.42E-03,1.33E-04,0,0,0,0,5.74E-05,0.013501233,3.51E-03,0,0,0.010835721,6.47E-04,3.33E-03,0,6.50E-03,7.83E-05,5.19E-06,0.019874298,7.05E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44E-05,0,8.65E-06,0,3.44E-04,0,0,4.23E-04,7.61E-05,0,0,0,0,0,0,0,0,0,0.015140134,0,0,0,0,2.00E-04,1.86E-04,0.069359942,0,0,0,0,0,0,0,0,0,0,0,0,1.88E-03,0,1.59E-04,6.68E-05,8.72E-04,2.18E-04,6.88E-03,0,0,0,0,0,0,0,0,3.62E-04,0,0,0,0,0,3.42E-04,6.98E-05,0,0,0.065136305,1.46E-03,0,0,0,0,0,0,0,0,3.29E-03,0,0,0,0,0,0,0,0,0,0,0,7.21E-05,0,6.10E-05,0.010831655,0,1.65E-03,0,6.56E-05,0,1.86E-06,3.12E-05,0,6.15E-03,1.17E-03,0,6.88E-03,0.021502299,0.076237461,1.64E-04,2.41E-03,9.46E-04,1.90E-03,4.22E-03,9.06E-05,0,0,0.063061224,1.37E-03,3.93E-04,0,0,0,0,0,1.93E-03,0,6.17E-03,0,1.59E-04,3.63E-04,0.016145465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010294464,7.05E-05,0,0,0,9.21E-05,8.93E-04,0,0,0,2.72E-04,0.017206735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.98E-03,1.62E-05,5.13E-03,0,0,1.17E-05,0,1.46E-04,0,0,0,0,0,0,0,0,0,0,0,0.011100007,2.12E-04,0,0,0,0,0,1.46E-04,0,3.03E-03,0,9.95E-05,0,0,0,0,0,0,0,0,0,0,0,0,4.95E-03,3.81E-05,0,3.81E-05,0,0,0,0,1.46E-04,0,0,8.88E-05,0,0,0,1.51E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,2.93E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62E-03,0,0,0,0.057524872,9.84E-03,6.80E-05,0,1.36E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27E-04,0,0,6.05E-04,1.45E-04,1.63E-04,2.92E-04,0,7.66E-03,0,0,0,0,9.00E-03,0,0,0,5.07E-03,0,0,0,0,0,0,0,8.51E-03,4.23E-05,2.54E-05,0.061916084,5.73E-04,0,1.24E-04,0,0,0,1.43E-03,0,1.36E-05,0,0,9.06E-05,2.48E-04,0,2.93E-04,0,0,0,0,1.67E-05,0,0,0.039492047,0.024303173,0,7.32E-04,0,4.68E-03,3.66E-04,1.17E-03,0,3.52E-03,0,0,6.28E-03,0,4.39E-04,0,0,0,1.90E-04,1.46E-04,5.00E-05,0.015115376,0,1.07E-03,0,4.08E-04,0,0,0,0,0,0,0,0,0,0,0,0,2.77E-04,0,0,1.66E-04,0,0,3.72E-04,0,0,0,0,0
CC5CD2,0,0,0,8.06E-04,0,4.31E-03,0,0,2.38E-03,0,4.49E-03,0,0,5.88E-06,0,0.039148145,0.029153463,9.07E-03,0,0,0.026562044,0,6.54E-05,2.22E-03,1.30E-03,0,4.59E-03,7.92E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.60E-03,0.064404382,0,0.029213449,5.08E-04,1.91E-03,2.81E-04,0,0,0,0,6.54E-05,0.014396772,4.07E-03,6.89E-05,0,0.012785704,1.09E-03,3.39E-03,0,7.17E-03,1.02E-04,1.77E-05,0.020715355,1.60E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.20E-05,0,0,0,3.36E-04,0,0,8.80E-04,1.15E-04,0,0,0,0,0,0,0,0,0,0.013989906,0,0,0,0,1.69E-04,1.23E-04,0.073774885,0,0,0,0,0,0,0,0,0,0,0,0,2.30E-03,0,1.35E-04,1.14E-04,1.30E-03,1.83E-04,7.56E-03,0,0,0,0,0,0,0,0,1.71E-04,0,0,0,0,0,2.21E-04,0,0,0,0.059137508,1.33E-03,0,0,0,0,0,0,0,0,3.60E-03,0,0,0,0,0,0,0,0,1.50E-05,0,0,1.64E-05,0,3.46E-05,9.80E-03,0,1.54E-03,0,7.20E-05,0,0,1.77E-05,0,8.47E-03,1.50E-03,0,6.15E-03,0.020040306,0.066974629,1.70E-04,1.77E-03,9.82E-04,2.47E-03,4.45E-03,0,0,0,0.059071754,1.71E-03,6.86E-05,0,0,0,0,0,1.56E-03,0,4.65E-03,0,1.14E-04,4.20E-04,0.016294528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.35E-03,6.75E-05,0,1.80E-05,3.00E-05,6.86E-05,7.14E-04,0,0,0,3.09E-04,0.018244387,0,0,0,0,0,0,0,0,0,0,8.64E-05,0,0,0,6.55E-03,5.27E-05,5.10E-03,0,0,3.93E-05,0,2.49E-04,0,0,0,0,0,0,0,0,0,0,0,0.010977538,4.37E-04,0,1.80E-05,0,4.07E-05,0,0,0,3.53E-03,0,0,0,0,0,0,0,0,1.56E-05,0,0,0,0,0,4.83E-03,1.01E-04,0,2.88E-05,0,0,0,0,2.50E-04,0,0,1.15E-04,0,0,0,3.28E-05,0,3.76E-05,0,0,0,0,0,0,0,0,0,0,0,3.32E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81E-03,0,0,0,0.060300324,8.55E-03,0,1.17E-05,1.03E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.23E-05,0,0,8.83E-04,2.23E-04,1.23E-04,1.80E-04,0,7.54E-03,0,0,0,0,8.66E-03,0,0,0,4.82E-03,0,0,0,0,0,0,0,7.59E-03,0,0,0.071097903,2.30E-04,0,2.62E-04,0,0,0,1.59E-03,0,0,0,7.05E-06,1.09E-04,2.82E-04,0,3.32E-04,0,0,0,0,5.68E-05,0,0,0.037482119,0.025686872,0,3.32E-04,0,5.81E-03,6.64E-04,4.98E-04,0,3.82E-03,3.27E-05,0,8.21E-03,0,3.32E-04,0,0,6.64E-04,4.32E-04,9.97E-04,6.38E-06,0.0152486,0,1.16E-03,0,4.46E-04,0,0,0,0,0,9.00E-05,0,0,0,0,0,0,1.57E-04,0,0,1.47E-04,0,0,6.66E-04,0,0,0,0,0
CC5CD3,0,0,0,3.14E-04,0,3.73E-03,0,0,3.53E-03,0,4.53E-03,0,0,0,0,0.032453937,0.033133206,0.011185287,8.53E-05,0,0.024332905,0,2.97E-05,1.84E-03,9.81E-04,0,5.47E-03,5.23E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76E-03,0.061178557,0,0.028726347,3.85E-04,2.72E-03,1.11E-04,0,6.04E-04,0,0,4.44E-05,0.014483872,3.64E-03,0,0,0.013237948,6.31E-04,3.09E-03,0,7.64E-03,8.07E-05,3.75E-05,0.02238511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.69E-05,0,0,0,1.58E-04,0,4.67E-05,4.36E-04,0,0,0,0,0,0,0,0,0,0,0.015783967,0,0,0,0,1.83E-04,6.39E-05,0.080257005,0,0,0,0,0,0,0,0,0,0,0,0,2.25E-03,0,1.64E-04,6.89E-05,1.10E-03,1.10E-04,6.49E-03,0,0,0,0,0,0,0,0,4.67E-04,0,0,0,0,0,1.51E-04,1.56E-05,0,0,0.062643646,1.36E-03,0,0,0,0,0,0,0,0,3.03E-03,0,0,0,0,0,0,0,0,0,0,0,8.92E-05,0,5.08E-05,0.011019244,0,2.20E-03,5.14E-06,0,0,0,0,0,9.66E-03,2.11E-03,0,7.70E-03,0.019956907,0.059360131,6.59E-05,1.71E-03,8.47E-04,2.33E-03,4.37E-03,0,0,0,0.063279473,1.63E-03,4.67E-04,0,0,0,0,0,1.73E-03,0,5.65E-03,0,1.38E-04,4.15E-04,0.01557972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.84E-03,7.27E-05,0,0,8.18E-05,3.11E-05,4.83E-04,0,0,0,0,0.018092017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.32E-03,1.75E-05,4.59E-03,0,0,0,0,1.51E-04,0,0,0,0,0,0,0,0,0,0,0,0.012101042,8.18E-05,0,3.12E-05,0,1.85E-05,0,0,0,2.89E-03,0,1.28E-04,0,0,0,0,0,0,0,0,0,0,0,0,4.68E-03,2.62E-05,0,3.92E-05,0,0,0,0,3.07E-04,0,0,2.49E-04,0,0,0,0,0,5.12E-05,0,0,0,0,0,0,0,0,0,0,0,7.55E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56E-03,0,0,0,0.063549338,7.47E-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.62E-04,2.89E-04,5.30E-05,1.62E-04,0,7.83E-03,0,0,0,0,6.92E-03,0,0,0,4.69E-03,0,0,0,0,0,0,0,6.58E-03,0,0,0.071398662,2.51E-04,0,1.19E-04,0,0,0,1.56E-03,0,7.01E-06,0,3.20E-06,5.44E-05,1.85E-04,0,0,0,0,0,0,1.72E-05,0,0,0.034729494,0.026198841,1.51E-04,3.02E-04,0,2.87E-03,1.51E-04,6.04E-04,0,3.68E-03,0,0,7.85E-03,0,6.04E-04,0,0,4.53E-04,1.18E-03,3.02E-04,7.94E-05,0.016931842,0,8.23E-04,0,4.05E-04,0,0,0,0,0,0,0,0,0,0,0,0,3.57E-04,0,0,2.66E-04,0,0,3.89E-04,0,0,0,0,0
CC5CD4,0,0,0,2.68E-04,0,3.11E-03,0,0,3.68E-03,0,4.64E-03,0,0,0,0,0.041271964,0.033756258,7.87E-03,0,0,0.021439089,0,0,2.08E-03,1.00E-03,0,3.89E-03,5.02E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99E-03,0.062169417,0,0.0290321,6.24E-04,2.51E-03,1.81E-04,1.27E-05,1.29E-04,0,0,5.08E-05,0.01292088,3.48E-03,0,0,0.011857433,7.02E-04,3.27E-03,0,6.57E-03,5.09E-05,3.66E-05,0.020223215,6.20E-05,0,0,0,0,1.02E-04,0,0,0,0,0,0,0,0,0,7.53E-05,0,0,0,1.05E-04,0,0,1.12E-03,4.47E-05,0,0,0,0,0,0,0,0,0,0.014977262,0,0,0,0,9.85E-05,2.79E-05,0.064228868,0,0,0,0,0,0,0,0,0,0,0,0,1.88E-03,0,1.74E-04,0,1.67E-03,2.72E-04,7.09E-03,0,0,0,0,1.21E-05,0,0,0,3.46E-04,0,0,0,3.10E-05,0,4.29E-05,3.66E-05,0,0,0.068156719,1.55E-03,0,0,0,0,0,0,0,0,3.00E-03,0,0,0,0,0,0,0,0,0,0,0,1.27E-05,0,4.75E-05,0.010822617,0,1.60E-03,0,5.32E-05,0,6.77E-05,1.37E-05,0,6.96E-03,2.58E-03,0,5.15E-03,0.020350385,0.072459392,4.41E-05,2.70E-03,6.01E-04,2.55E-03,4.24E-03,2.66E-05,0,0,0.063361649,1.51E-03,3.46E-04,0,0,0,0,0,1.97E-03,0,5.63E-03,0,2.06E-04,5.02E-04,0.015784935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010097029,9.22E-05,0,2.79E-05,0,2.66E-05,4.38E-04,0,0,0,9.57E-04,0.01775288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.90E-03,2.40E-05,5.45E-03,0,0,1.52E-05,0,4.51E-04,0,0,0,0,0,0,0,0,0,0,0,0.011352295,2.52E-04,0,4.06E-05,0,0,0,0,5.69E-05,2.98E-03,0,9.57E-05,0,0,0,0,0,0,0,0,0,0,0,0,5.65E-03,0,0,6.70E-05,0,0,0,0,4.48E-04,0,2.43E-05,6.70E-05,0,0,0,1.21E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62E-03,0,0,0,0.060812801,0.010327076,0,0,3.99E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.14E-04,1.67E-04,1.36E-04,1.81E-04,0,8.46E-03,0,0,0,0,7.63E-03,0,0,0,5.39E-03,0,0,0,0,0,0,0,8.37E-03,3.72E-05,0,0.061457004,3.63E-04,0,1.08E-04,0,0,0,1.54E-03,0,0,0,0,1.18E-04,3.16E-04,0,0,0,0,0,0,0,0,0,0.041765352,0.025035778,0,6.44E-04,0,3.74E-03,5.80E-04,7.73E-04,0,3.81E-03,5.08E-05,0,7.03E-03,0,1.29E-04,0,0,2.58E-04,1.67E-04,5.15E-04,9.17E-05,0.015687328,0,9.49E-04,0,5.58E-04,0,0,0,0,0,0,0,0,0,0,0,0,1.83E-04,0,0,1.95E-04,0,0,5.64E-04,0,0,0,0,0
CRB5F1,0,6.30E-05,0,6.40E-04,0,1.57E-03,0,3.12E-05,0.010972925,0,3.17E-03,0,0,0,1.47E-04,3.43E-03,0.012133523,0.018173907,1.24E-03,1.27E-03,0.078182089,0,5.20E-05,2.29E-03,6.86E-04,0,2.99E-03,0.023660369,0,0,0,0,0,1.29E-04,2.06E-03,1.03E-03,2.51E-03,1.32E-03,7.95E-04,0,0,2.48E-04,0,0,0,0,0,1.91E-04,0,0,0,0,0,0,0,0,0,0,0,3.49E-04,1.55E-03,4.84E-03,0,9.91E-03,3.24E-03,2.79E-03,2.51E-04,4.85E-04,2.64E-04,2.97E-06,1.22E-04,1.68E-04,0.035596691,6.97E-03,3.28E-04,0,0.015675607,1.69E-03,1.84E-03,0,0.016459387,4.55E-05,1.87E-05,0,0,0,0,0,1.43E-04,1.04E-04,2.64E-04,1.06E-03,1.85E-03,2.64E-03,0,0,0,0,0,8.80E-04,0,1.25E-04,0,1.00E-04,5.28E-04,0,1.40E-03,3.20E-04,0,0,7.22E-04,4.97E-04,0,1.14E-03,0,6.86E-04,0,7.10E-04,5.72E-04,0,0,0,1.44E-03,2.75E-03,0.05297321,0,0,0,2.11E-03,0,1.32E-03,0,0,0,0,0,0,2.29E-03,0,1.55E-03,7.82E-04,5.72E-04,1.63E-03,7.12E-03,0,8.16E-05,0,0,0,1.69E-04,1.38E-05,0,1.09E-04,0,2.64E-04,0,0,2.96E-05,0,2.59E-04,0,0,2.64E-03,0,0,0,0,7.91E-04,2.41E-04,0,1.91E-04,0,0,0,4.57E-05,0,6.46E-04,2.37E-03,4.32E-04,1.37E-03,7.17E-04,7.14E-05,8.57E-04,0,2.34E-04,0,5.64E-03,0.010023345,6.59E-05,8.82E-05,5.85E-04,0,0,0,2.71E-03,0,1.32E-03,5.28E-04,4.67E-04,2.64E-03,8.86E-03,5.19E-04,0.026154596,0.011923704,4.28E-03,4.64E-03,1.43E-03,0,3.52E-04,3.43E-04,4.53E-03,2.04E-03,0.021826105,0,0,0,0,0,0,0,0,0,0,0,0,3.59E-04,0,4.11E-04,4.76E-04,0,0,0,0,6.86E-05,0,4.90E-04,0,0,0,0,0,0,0,5.72E-05,9.53E-05,0,1.89E-04,3.57E-03,1.27E-04,0,3.33E-04,4.70E-04,4.25E-03,0,0,0,0,2.60E-03,1.14E-03,0,0,7.91E-04,1.71E-03,0,7.22E-04,1.85E-03,1.32E-03,2.38E-04,8.23E-04,7.91E-04,8.57E-04,1.11E-03,0,0,0,9.83E-04,8.79E-05,1.47E-04,4.08E-04,1.45E-03,0,0,0,0,0,0,0,0,0,0,0,0,8.36E-03,8.89E-04,1.78E-04,0,0,0,2.11E-03,2.73E-04,0,0,5.40E-03,0,0,0,0,0,0,0,0,0,0,0,0,7.74E-03,0,0,6.86E-05,0,7.14E-05,4.76E-05,6.36E-04,8.44E-04,0,0,1.14E-04,0,0,0,2.92E-04,0,5.53E-03,0,0,0,0,0,0,0,0,0,0,0,0,0,4.51E-05,0,0,0,0,0,0,0,2.85E-04,3.81E-04,0,5.85E-04,1.91E-04,0,0,0,0.081241847,6.09E-05,0,0,3.27E-04,0,0,0,0,0,0,1.37E-04,0,0,0,0,0,0,0,0,0,0,0,7.30E-04,0,0,0,0,2.71E-05,4.88E-03,0,0,0,0,1.29E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090473875,0.025201504,8.00E-04,1.74E-04,3.43E-03,3.36E-05,7.91E-04,7.44E-03,0,3.11E-03,0,2.63E-04,3.71E-03,1.17E-03,2.29E-04,0.012397295,8.79E-05,2.69E-04,0,0,1.80E-04,3.01E-04,0,1.12E-04,6.02E-03,0.017408967,4.48E-03,4.80E-03,7.65E-03,0.016617651,0.012924839,9.23E-03,1.29E-05,7.27E-04,0,0.063094318,2.64E-04,0.034554162,0,9.93E-04,4.75E-03,6.17E-03,2.11E-03,1.68E-03,0.01337196,0,5.05E-03,0,1.20E-03,6.59E-04,0,0,0,0,4.76E-05,0,4.57E-05,0,0,0,0,1.06E-03,0,0,0,0,0,7.28E-04,0,0,0,0,2.37E-03
CRB5F2,0,2.52E-04,0,6.44E-04,7.19E-05,1.03E-03,0,1.33E-04,0.013797321,0,5.04E-03,0,0,0,1.01E-04,3.36E-03,0.012205323,0.022075714,1.60E-03,1.53E-03,0.092442053,0,1.05E-04,2.46E-03,1.03E-03,0,3.81E-03,0.020466027,0,0,0,0,0,9.90E-05,2.76E-03,1.03E-03,1.33E-03,7.96E-04,6.00E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.79E-05,2.22E-03,3.25E-03,0,0.011018694,2.71E-03,2.04E-03,5.58E-04,3.48E-04,7.96E-04,0,6.16E-05,9.11E-05,0.037449872,6.70E-03,1.83E-04,0,0.013359311,1.44E-03,1.62E-03,0,0.017568589,6.79E-05,0,0,0,0,0,0,0,1.05E-04,4.32E-04,1.06E-03,1.59E-03,2.65E-04,0,0,0,0,0,8.09E-04,0,1.57E-05,0,1.10E-04,2.65E-04,1.64E-04,2.17E-03,2.30E-04,0,0,3.61E-04,7.12E-04,0,5.75E-04,0,3.45E-04,0,1.00E-03,5.75E-04,0,0,0,8.84E-04,3.71E-03,0.048057932,0,0,0,1.86E-03,0,2.92E-03,0,0,0,0,0,0,2.44E-03,0,1.94E-03,4.84E-04,4.31E-04,1.48E-03,4.64E-03,0,0,0,0,1.65E-04,5.65E-05,0,0,5.48E-04,0,5.31E-04,0,0,0,0,1.54E-04,0,0,1.33E-03,0,0,0,0,7.96E-04,4.24E-04,0,0,0,0,0,2.30E-04,0,7.00E-04,7.96E-04,2.24E-04,6.90E-04,6.81E-04,4.79E-05,3.83E-04,0,3.92E-04,0,4.61E-03,6.10E-03,0,3.04E-04,1.33E-03,0,0,0,2.95E-03,0,2.92E-03,2.92E-03,2.44E-06,2.65E-03,9.60E-03,2.15E-04,0.022362764,0.010909814,4.25E-03,3.59E-03,1.87E-03,0,7.84E-04,1.03E-03,4.08E-03,2.76E-03,0.020203221,0,0,0,0,0,0,0,0,0,0,0,0,6.95E-04,4.01E-05,6.90E-05,4.19E-04,0,0,0,2.30E-04,0,0,9.03E-04,0,0,0,0,0,0,0,2.71E-04,9.58E-05,0,1.03E-04,3.68E-03,0,0,4.79E-05,8.21E-04,3.85E-03,0,0,0,0,2.43E-03,1.38E-03,0,0,1.33E-03,1.03E-03,1.72E-03,7.87E-04,1.33E-03,1.33E-03,2.40E-04,2.76E-04,2.65E-03,1.15E-03,8.12E-04,5.48E-05,0,2.66E-05,5.33E-04,2.78E-05,1.90E-04,4.11E-04,1.99E-03,0,0,0,0,0,0,9.20E-05,0,0,0,0,0,7.59E-03,1.41E-03,2.12E-04,0,0,0,1.06E-03,9.64E-04,0,0,5.90E-03,0,0,0,0,0,0,0,0,0,0,0,0,7.27E-03,0,0,3.22E-04,0,0,0,1.22E-03,7.80E-04,0,0,2.99E-04,0,0,0,3.25E-04,0,3.93E-03,0,0,0,0,0,0,0,0,0,0,0,2.65E-03,0,9.08E-05,0,0,0,0,0,0,0,1.27E-03,3.83E-04,0,4.22E-04,0,0,0,0,0.088621256,2.04E-05,0,0,2.46E-04,0,0,0,0,0,0,1.38E-04,1.06E-04,0,0,0,5.48E-05,0,0,0,0,0,0,7.34E-04,0,0,0,0,0,4.47E-03,0,0,0,0,1.64E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105071909,0.028016783,7.47E-04,0,5.86E-03,5.26E-05,7.96E-04,8.49E-03,0,3.21E-03,0,2.76E-04,3.03E-03,1.22E-03,2.97E-04,0.014327988,2.87E-04,7.44E-04,1.05E-04,0,2.12E-04,0,0,1.63E-04,4.48E-03,0.013266655,8.23E-03,1.03E-03,7.43E-03,0.01154199,0.011409323,8.49E-03,1.30E-05,9.41E-04,0,0.045876093,0,0.03077864,0,1.03E-03,5.31E-03,7.24E-03,3.18E-03,1.89E-03,0.012496532,0,3.27E-03,0,1.04E-03,1.19E-03,0,0,0,0,4.79E-05,0,2.30E-05,0,0,0,0,1.07E-03,0,0,0,0,0,3.44E-04,0,0,0,0,2.65E-04
