	CC5CD1	CC5CD2	CC5CD3	CC5CD4	CRB5F1	CRB5F2	CRB5F3	CRB5F4	CRB5XFD1	CRB5XFD2	CRB5XFD3	CRB5XFD4	CRB6XFD1	CRB6XFD2	CRB6XFD3	CRB6XFD4	CRB6ZFD1	CRB6ZFD2	CRB6ZFD3	CRB6ZFD4	DC74D1	DC74D2	DC74D3	DC74D4	DC75D1	DC75D2	DC75D3	DC75D4	DC8D1	DC8D2	DC8D3	DC8D4	DCCD1	DCCD2	DCCD3	DCCD4	DCRCD11	DCRCD12	DCRCD13	DCRCD14	DRB7D11	DRB7D12	DRB7D13	DRB7D14	DRB7D21	DRB7D22	DRB7D23	DRB7D24	DRB7D31	DRB7D32	DRB7D33	DRB7D34	DRB7F1	DRB7F2	DRB7F3	DRB7F4	DRB8D41	DRB8D42	DRB8D43	DRB8D44	DRB8D51	DRB8D52	DRB8D53	DRB8D54	ZAN1	ZAN3	ZAS1	ZAS2	ZAS3	ZBN1	ZBN2	ZBN3	ZBS1	ZBS2	ZBS3	ZCN1	ZCN2	ZCN3	ZCS1	ZCS2	ZCS3	ZDN1	ZDN2	ZDN3	ZDS1	ZDS2	ZDS3	ZEN1	ZEN2	ZEN3	ZES1	ZES2	ZES3	ZFN1	ZFN2	ZFN3	ZFS2	ZFS3	ZGN1	ZGN2	ZGN3	ZGS1	ZGS2	ZGS3	ZHN1	ZHN2	ZHN3	ZHS1	ZHS2	ZHS3	ZIN1	ZIN2	ZIN3	ZIS1	ZIS2	ZIS3	ZJN1	ZJN2	ZJN3	ZJS1	ZJS2	ZJS3	ZKN1	ZKN2	ZKN3	ZKS1	ZKS2	ZKS3
taxa_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244	201	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxa_2	3829	3598	4455	5666	47741	36415	33387	17325	106	599	379	259	0	0	0	0	0	24	0	0	5192	6270	5878	2393	25	186	0	103	0	0	0	0	4329	4932	3363	6048	3742	7970	6556	6328	471	377	0	483	545	78	26	0	0	317	0	0	0	0	0	0	297	193	724	733	0	0	0	0	0	0	0	0	0	0	285	0	0	0	0	0	0	0	0	0	0	0	541	0	0	0	0	0	0	0	0	50	0	0	0	0	4205	3553	0	0	0	0	1422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	965	0	0	0	0	5269	1910
taxa_3	0	0	0	0	4403	3078	640	4194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxa_4	0	0	0	0	687	674	1583	412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11079	25517	25162	26276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxa_5	0	0	0	0	4002	5132	3801	2565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxa_6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxa_7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxa_8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1408	1971	2111	0	0	0	0	0	0	0	0	0	1711	3278	0	688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0	0	1135	0	0	0	0	0	1093
taxa_9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxa_10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxa_11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3211	0	0	0	0	1106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxa_12	0	0	0	0	318	0	0	0	0	0	0	293	12113	8538	10115	13724	346	1003	568	1481	130	1060	379	0	0	0	0	0	0	0	397	1871	0	0	0	0	0	0	0	0	13810	14370	16842	14718	4830	4560	4079	4183	3135	6537	4449	4182	0	4869	723	0	12463	9845	6188	9310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3759	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	539	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0
taxa_13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1354	0	0	0	0	0	0	7234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	874	0	0	0	0	0	127	0	0	0	4784	0	404	0	0	0	1398	1315	2281	0	0	0	0	0	0	0	0	0	0	0	0
taxa_14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	67	0	0	6558	0	0	0	0	31720	0	0	0	0	0	0	0	0	0	1247	0	0	0	0	0	0	0	0	0	0	1214	0	8862	0	0	0	16442	0	0	0	0	0	0	2072	1224	0	0	0	0	0	0	0	0	0	315	0	0
taxa_15	206	0	326	0	0	0	0	0	0	0	0	0	385	644	219	595	0	0	0	456	0	0	0	0	0	0	0	0	0	0	0	0	1336	1896	0	0	0	0	0	0	2588	2381	2056	3194	2243	2823	966	2142	0	0	0	0	0	0	0	0	444	272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxa_16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxa_17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxa_18	851	1661	1747	1835	0	0	0	0	1808	1272	1560	948	107	204	136	28	1705	1058	466	1707	5172	4536	4192	3246	2657	1860	2379	3125	1217	1206	2710	1835	1088	1326	1078	711	0	0	0	0	2548	2157	3013	1927	25699	24076	26113	19316	0	476	0	58	0	0	0	0	4017	3122	3606	2203	0	0	0	0	0	0	0	0	1266	0	0	0	0	0	0	0	0	0	0	0	0	0	1308	113	0	0	1055	0	0	0	0	3116	1146	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	267	0	0	110	0	0	713	0	0	0	0	0	111
taxa_19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	87	0	0	0	0	973	0	0	0	0	0	0	0	0	0	0	0	0	0	917	661	977	963	239	1194	527	0	0	0	0	0	0	0	0	0	486	473	0	0	0	0	0	0	0	211	0	0	0	0	10803	0	0	210	0	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	4218	0	0	3389	4768	21721	8693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxa_20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	87	0	0	0	0	973	0	0	0	0	0	0	0	0	0	0	0	0	0	917	661	977	963	239	1194	527	0	0	0	0	0	0	0	0	0	486	473	0	0	0	0	0	0	0	211	0	0	0	0	10803	0	0	210	0	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	4218	0	0	3389	4768	21721	8693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxa_21	1936	0	719	1078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	1300	696	0	0	0	0	0	784	1343	1859	1364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	812
taxa_22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10256	0
taxa_23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxa_24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1370	803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxa_25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0	549	301	102	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxa_26	0	0	0	0	0	0	0	0	97	131	102	456	0	0	0	481	0	0	0	0	0	0	0	0	0	0	1056	201	0	0	0	0	0	0	0	0	0	0	0	0	4708	4066	4850	4312	2539	2528	3309	2671	101	330	194	0	0	0	0	0	2641	3611	1890	1581	0	0	0	0	0	1722	0	3303	1752	0	413	0	0	0	0	0	7380	2289	0	21176	482	0	0	0	0	0	0	0	0	0	0	1379	8818	0	1998	3142	13940	54553	0	0	0	0	0	0	0	0	0	0	8491	0	0	0	0	0	4925	602	0	0	0	0	0	1119	0	0	0	0	0	666
taxa_27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxa_28	0	0	0	0	1199	2306	4104	588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxa_29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	428	0	0	0	0	0	0	0	0	0	0	0	0	0	683	621	959	728	2241	1511	1994	2564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	422	0	0	2872	0	0	0	0	0	0	0	0	0	0	0	0	2721	0	0	0	0	787	0	0	0	0	0	0	0	0	0	0	2451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxa_30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxa_31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	372	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	760	488	928	171	1678	1767	843	1366	0	0	0	0	0	0	0	0	1541	1193	982	365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1416	0	0	0	0	0	0	0	0	0	0	0	0	0	486	229	0	869	0	3366	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxa_32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxa_33	0	0	0	0	761	0	0	0	0	0	0	0	0	0	0	0	1298	0	0	0	1109	649	0	0	685	2217	0	805	0	0	0	0	1947	1298	0	0	0	0	0	0	1298	770	1298	1298	2384	0	0	0	0	0	761	0	0	0	0	0	0	1299	1947	2597	0	0	0	0	0	771	0	0	0	0	1299	0	0	771	1300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	771	0	0	0	0	0	3174	0	0	0	0	0	1524	0	0	0	0	0	0	0	0	0	0	0	1389	0
taxa_34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	909781	1770323	1407	4004387	334	37303	231859	127361	10021	0	0	3142	11683	30961	2546	0	0	9462	0	7109	5287	8239	0	4034099	219275	435159	731	1882	2092	0	0	0	0	0	13750	9885	12348	1175	0	6080	8570849	5178344	6475798	16395	0	149242	59514	3604192	450981	234	510702	28085	146383	0	98136	0	256346	0	0	0	0	0	0	991
taxa_35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1471	0	0	0	1145	4017	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxa_36	191020	165199	199344	215144	1867	384	0	584	8270	8298	9347	6564	15703	27377	14247	27652	13009	7110	6477	9563	73634	62108	61272	71852	90545	85050	99801	143195	128448	158530	140731	212721	227074	83081	35589	83093	0	0	0	0	32870	32368	29495	37994	22752	18780	23676	14507	13668	16515	14579	7482	0	0	0	0	19004	33318	28034	32308	58148	76411	93227	53531	0	2955	0	655	7284	0	6910	0	0	22646	474	0	0	0	0	0	130	0	3146	0	0	1066	3026	0	0	0	0	6552	3245	0	79	0	10494	9566	0	0	0	0	6637	243	0	0	0	0	3184	784	0	0	0	0	7234	2481	0	1347	3409	0	0	7009	0	0	0	0	24615	34611
taxa_37	20736	16618	20613	22660	3859	3021	1550	848	22896	18691	20142	21230	71886	72563	69283	86469	44948	49761	29863	43204	16404	22235	17749	5718	16452	12525	13141	21201	13279	14460	18658	39222	21422	23515	7002	14850	0	0	0	0	80430	80357	76707	83128	83978	71316	61023	62821	39028	46873	38135	27407	0	2142	14909	0	54784	74405	66116	71803	7988	10710	7249	9712	0	2641	0	1106	10426	0	439	0	2251	4180	0	0	0	455	0	0	2180	0	1187	0	0	0	669	0	0	0	0	12791	8071	0	0	0	0	0	0	0	0	0	1063	0	0	230	0	0	10395	2000	0	0	0	0	33842	14303	0	1342	354	0	0	2558	0	0	0	0	2678	5862
taxa_38	0	0	0	0	0	0	0	0	441	0	358	0	880	1074	352	1646	1047	391	222	978	0	0	0	0	0	0	0	0	988	863	1707	1618	0	0	0	0	0	0	0	0	3694	3318	4074	5665	2114	1833	1485	1139	832	267	605	717	0	0	922	0	2394	2461	2952	1118	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	719	472	0	0	0	0	0	0	0	0	0	0	0	0
taxa_39	19066	16190	15948	17736	0	0	0	0	37109	26197	29081	28841	136570	137859	129352	166176	161065	150515	110813	148436	3568	2184	2807	2428	37445	25099	33521	49893	73219	71420	83975	124097	14201	19975	9651	13314	0	0	0	0	85781	76604	90953	84216	169721	152103	131193	145040	19024	23533	22752	18199	0	0	0	0	47846	63881	55267	62971	1251	1688	1474	1665	0	1132	0	0	13986	0	0	0	0	167	0	0	0	1206	0	0	1549	0	789	0	0	0	1510	0	0	0	0	7360	8986	0	0	0	0	0	0	0	0	0	3042	0	0	361	0	0	26885	1283	0	100	0	0	17708	9026	0	0	0	0	0	1219	0	0	0	0	2237	4768
taxa_40	279871	283126	337703	330225	8737	3713	4285	7946	10593	8477	8766	7345	17693	22665	18789	23263	39470	30699	21547	33586	139816	150426	154990	184028	245063	217902	189113	277672	209045	291333	194549	286863	135878	131966	55583	109015	0	0	1985	0	19919	18182	21005	19805	27576	21707	20310	19966	19101	20578	24518	15292	0	0	0	53	35399	51355	49884	49117	6250	10614	12585	5580	0	5195	0	9263	20706	0	80063	6890	2677	91860	10135	0	0	14088	0	519	6209	0	9530	7238	0	7805	13323	0	0	219	0	5703	16802	0	16255	10217	103653	153553	0	0	2581	0	32529	6245	0	348	2614	0	44200	15387	0	144	0	0	32080	12980	0	7265	9200	0	4540	25142	0	0	0	0	73094	94704
taxa_41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	758	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxa_42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1870	0	0	0	0	0	12138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	800	0	0
taxa_43	3458	2840	3623	4937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5813	7668	5042	0	0	0	0	0	0	0	0	0	21371	8740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	1106	0	0	0	0	0	0	0	0	0	0	108	0	1717	0	0	0	0	0	2849	0	0	0	0	4310	826	0	2349	0	649	112	644	0	0	0	0	528	1486
taxa_44	0	0	0	0	0	0	0	0	780	0	0	161	727	390	350	773	1473	1965	106	1940	0	0	0	0	0	0	729	0	0	0	0	0	0	0	0	0	0	0	0	0	5412	7748	7041	6989	10846	7076	7316	7435	1705	2347	2368	1933	0	321	69	962	5152	7506	5505	5376	0	0	0	0	0	2477	0	3864	5195	0	4590	0	0	11317	0	0	2840	4665	0	12707	6300	0	0	0	0	0	0	0	0	0	0	1995	23108	0	0	0	4524	2273	0	0	0	0	0	0	0	0	0	34	15001	366	0	0	0	0	4279	1590	0	0	0	0	0	0	0	0	0	0	0	0
taxa_45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	631	0	438	483	1476	998	794	617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxa_46	1694	1562	3071	1513	8243	4170	3771	4512	6425	3260	5619	4574	47442	38497	42660	57600	18638	25688	13639	26269	1910	1312	2762	770	554	494	0	1398	2862	2223	6772	12408	2713	6433	1207	2784	0	0	0	0	38346	42307	50673	57444	35475	41186	30484	30114	20078	27424	16810	17755	178	13178	5493	1633	35956	46132	30797	41949	1468	363	0	948	0	1044	0	0	1118	0	0	0	0	1424	0	0	0	916	0	0	1169	0	0	0	0	0	0	0	0	0	0	9376	2781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5690	0	0	0	0	0	8379	1898	0	0	0	0	0	1050	0	0	0	0	908	501
taxa_47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
